GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0030808	regulation of nucleotide biosynthetic process	0.8222619426989294	0.8222619426989294	+1	PARP1,ENO1
GO:0043393	regulation of protein binding	0.8222619426989294	0.8222619426989294	+1	PLK1,AURKB,RACK1,KDM1A,AURKA,RAN,DDX11,RPL11,SYMPK
GO:0043153	entrainment of circadian clock by photoperiod	0.8222619426989294	0.8222619426989294	+1	PPP1CC,MTA1
GO:0032647	regulation of interferon-alpha production	0.8222619426989294	0.8222619426989294	+1	HSPD1,DHX9
GO:0032607	interferon-alpha production	0.8222619426989294	0.8222619426989294	+1	HSPD1,DHX9
GO:0080111	DNA demethylation	0.8222619426989294	0.8222619426989294	+1	APEX1,ALKBH2
GO:0051155	positive regulation of striated muscle cell differentiation	0.8222619426989294	0.8222619426989294	+1	MYLK3,EFNB2
GO:0030224	monocyte differentiation	0.8222619426989294	0.8222619426989294	+1	MYC,ACIN1
GO:0045616	regulation of keratinocyte differentiation	0.8222619426989294	0.8222619426989294	+1	VDR,SRSF6
GO:1900371	regulation of purine nucleotide biosynthetic process	0.8222619426989294	0.8222619426989294	+1	PARP1,ENO1
GO:0060765	regulation of androgen receptor signaling pathway	0.8222619426989294	0.8222619426989294	+1	KDM1A,NCOR2
GO:0044819	mitotic G1/S transition checkpoint signaling	0.8222619426989294	0.8222619426989294	+1	GTSE1,ATM
GO:0048762	mesenchymal cell differentiation	0.8230822100031312	0.8230822100031312	+1	FAM83D,TCOF1,BMP5,COL1A1,NOLC1,TRIM28,PTEN,SEMA4C,PHLDB1,TWIST1,FGFR2,POLR1B
GO:0048588	developmental cell growth	0.8266938758653076	0.8266938758653076	+1	DBN1,FLRT3,HSP90AB1,SEMA4C,BCL11A,MAPT,HSP90AA1,CPNE1
GO:0051151	negative regulation of smooth muscle cell differentiation	0.8274182187336917	0.8274182187336917	+1	DNMT1
GO:0048732	gland development	0.8274182187336917	0.8274182187336917	+1	AURKA,AKT2,DEAF1,CEBPG,E2F8,FGFR2,RPS6KA1,ROBO1,PCK2
GO:0035092	sperm DNA condensation	0.8274182187336917	0.8274182187336917	+1	SRPK1
GO:0035272	exocrine system development	0.8274182187336917	0.8274182187336917	+1	FGFR2
GO:1904251	regulation of bile acid metabolic process	0.8274182187336917	0.8274182187336917	+1	FGFR4
GO:0044247	cellular polysaccharide catabolic process	0.8274182187336917	0.8274182187336917	+1	AGL
GO:0006586	indolalkylamine metabolic process	0.8274182187336917	0.8274182187336917	+1	KYNU
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus	0.8274182187336917	0.8274182187336917	+1	DCN
GO:1904424	regulation of GTP binding	0.8274182187336917	0.8274182187336917	+1	STMN1
GO:0010940	positive regulation of necrotic cell death	0.8274182187336917	0.8274182187336917	+1	PARP1
GO:0033169	histone H3-K9 demethylation	0.8274182187336917	0.8274182187336917	+1	KDM1A
GO:0035542	regulation of SNARE complex assembly	0.8274182187336917	0.8274182187336917	+1	SNCA
GO:0003156	regulation of animal organ formation	0.8274182187336917	0.8274182187336917	+1	ROBO1
GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	0.8274182187336917	0.8274182187336917	+1	MYC,FOXM1,PRMT1
GO:2001140	positive regulation of phospholipid transport	0.8274182187336917	0.8274182187336917	+1	ABCA3
GO:0043117	positive regulation of vascular permeability	0.8274182187336917	0.8274182187336917	+1	PDE3A
GO:0044342	type B pancreatic cell proliferation	0.8274182187336917	0.8274182187336917	+1	NUPR1
GO:0032873	negative regulation of stress-activated MAPK cascade	0.8274182187336917	0.8274182187336917	+1	MYC,FOXM1,PRMT1
GO:0071637	regulation of monocyte chemotactic protein-1 production	0.8274182187336917	0.8274182187336917	+1	TWIST1
GO:0031274	positive regulation of pseudopodium assembly	0.8274182187336917	0.8274182187336917	+1	CDC42EP1
GO:0034982	mitochondrial protein processing	0.8274182187336917	0.8274182187336917	+1	AFG3L2
GO:1903817	negative regulation of voltage-gated potassium channel activity	0.8274182187336917	0.8274182187336917	+1	ANK3
GO:0034638	phosphatidylcholine catabolic process	0.8274182187336917	0.8274182187336917	+1	SCARB1
GO:0061323	cell proliferation involved in heart morphogenesis	0.8274182187336917	0.8274182187336917	+1	NACA
GO:0032291	axon ensheathment in central nervous system	0.8274182187336917	0.8274182187336917	+1	PTEN
GO:0060563	neuroepithelial cell differentiation	0.8274182187336917	0.8274182187336917	+1	TUBB
GO:0060541	respiratory system development	0.8274182187336917	0.8274182187336917	+1	ABCA3,FGFR2,SRSF6,PHF14
GO:0010661	positive regulation of muscle cell apoptotic process	0.8274182187336917	0.8274182187336917	+1	CDKN2A
GO:0051547	regulation of keratinocyte migration	0.8274182187336917	0.8274182187336917	+1	PTEN
GO:1903236	regulation of leukocyte tethering or rolling	0.8274182187336917	0.8274182187336917	+1	CHST2
GO:0014821	phasic smooth muscle contraction	0.8274182187336917	0.8274182187336917	+1	EDN2
GO:0006119	oxidative phosphorylation	0.8274182187336917	0.8274182187336917	+1	CDK1,CCNB1,SNCA,SDHB,NUPR1,SHMT2,CYC1,UQCC2
GO:0046838	phosphorylated carbohydrate dephosphorylation	0.8274182187336917	0.8274182187336917	+1	PTEN
GO:0022010	central nervous system myelination	0.8274182187336917	0.8274182187336917	+1	PTEN
GO:1900037	regulation of cellular response to hypoxia	0.8274182187336917	0.8274182187336917	+1	ENO1
GO:1902473	regulation of protein localization to synapse	0.8274182187336917	0.8274182187336917	+1	MAPT
GO:0048821	erythrocyte development	0.8274182187336917	0.8274182187336917	+1	G6PD
GO:0048011	neurotrophin TRK receptor signaling pathway	0.8274182187336917	0.8274182187336917	+1	DDIT4
GO:0097067	cellular response to thyroid hormone stimulus	0.8274182187336917	0.8274182187336917	+1	THRB
GO:0072574	hepatocyte proliferation	0.8274182187336917	0.8274182187336917	+1	RPS6KA1
GO:0072575	epithelial cell proliferation involved in liver morphogenesis	0.8274182187336917	0.8274182187336917	+1	RPS6KA1
GO:0072576	liver morphogenesis	0.8274182187336917	0.8274182187336917	+1	RPS6KA1
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.8274182187336917	0.8274182187336917	+1	BMP5,HSP90AB1,C20ORF27,TTK,GDF11,NUP93
GO:0019933	cAMP-mediated signaling	0.8274182187336917	0.8274182187336917	+1	GAL,PDE3A,ADGRG6
GO:1901863	positive regulation of muscle tissue development	0.8274182187336917	0.8274182187336917	+1	NACA
GO:0030520	intracellular estrogen receptor signaling pathway	0.8274182187336917	0.8274182187336917	+1	BRCA1,DDX54,CARM1
GO:0000722	telomere maintenance via recombination	0.8274182187336917	0.8274182187336917	+1	SMC6
GO:1901857	positive regulation of cellular respiration	0.8274182187336917	0.8274182187336917	+1	NUPR1
GO:0072075	metanephric mesenchyme development	0.8274182187336917	0.8274182187336917	+1	MYC
GO:0010883	regulation of lipid storage	0.8274182187336917	0.8274182187336917	+1	SCARB1,HILPDA,PTPN2
GO:0060547	negative regulation of necrotic cell death	0.8274182187336917	0.8274182187336917	+1	NUPR1
GO:0031272	regulation of pseudopodium assembly	0.8274182187336917	0.8274182187336917	+1	CDC42EP1
GO:0042754	negative regulation of circadian rhythm	0.8274182187336917	0.8274182187336917	+1	SFPQ
GO:0000272	polysaccharide catabolic process	0.8274182187336917	0.8274182187336917	+1	AGL
GO:0036444	calcium import into the mitochondrion	0.8274182187336917	0.8274182187336917	+1	AFG3L2
GO:1902306	negative regulation of sodium ion transmembrane transport	0.8274182187336917	0.8274182187336917	+1	STK39
GO:0002643	regulation of tolerance induction	0.8274182187336917	0.8274182187336917	+1	HMGB1
GO:0009791	post-embryonic development	0.8274182187336917	0.8274182187336917	+1	FGFR2
GO:0070914	UV-damage excision repair	0.8274182187336917	0.8274182187336917	+1	POLD3
GO:0007000	nucleolus organization	0.8274182187336917	0.8274182187336917	+1	DDX11
GO:0070734	histone H3-K27 methylation	0.8274182187336917	0.8274182187336917	+1	PHF19
GO:0046459	short-chain fatty acid metabolic process	0.8274182187336917	0.8274182187336917	+1	PCK2
GO:0036302	atrioventricular canal development	0.8274182187336917	0.8274182187336917	+1	PTPN11
GO:0042953	lipoprotein transport	0.8274182187336917	0.8274182187336917	+1	UNC119B
GO:0048548	regulation of pinocytosis	0.8274182187336917	0.8274182187336917	+1	PPT1
GO:0030178	negative regulation of Wnt signaling pathway	0.8274182187336917	0.8274182187336917	+1	CCDC88C,RACK1,NKD1,NOTUM,AMER1,RUVBL2,JADE1,LRP4,TLE4
GO:0038203	TORC2 signaling	0.8274182187336917	0.8274182187336917	+1	DEPTOR
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	0.8274182187336917	0.8274182187336917	+1	ATF4
GO:0071605	monocyte chemotactic protein-1 production	0.8274182187336917	0.8274182187336917	+1	TWIST1
GO:0044344	cellular response to fibroblast growth factor stimulus	0.8274182187336917	0.8274182187336917	+1	FGFR4,FLRT3,SHCBP1,PTPN11,FGFR2
GO:0060260	regulation of transcription initiation by RNA polymerase II	0.8274182187336917	0.8274182187336917	+1	HMGB1,TAF9,SRF,CDK4
GO:0020027	hemoglobin metabolic process	0.8274182187336917	0.8274182187336917	+1	PRMT1
GO:0046596	regulation of viral entry into host cell	0.8274182187336917	0.8274182187336917	+1	HMGB1,TRIM14,LY6E
GO:0045165	cell fate commitment	0.8274182187336917	0.8274182187336917	+1	TCF3,JAG2,CHD4,HDAC2,RBBP4,MTA1,PRDM1,CHD3,FGFR2,WNT6
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.8274182187336917	0.8274182187336917	+1	BMP5,TUBB,FGFR2
GO:0032496	response to lipopolysaccharide	0.8274182187336917	0.8274182187336917	+1	CPS1,HMGB1,SCARB1,HMGB2,PRDX3,MAPKAPK3,SNCA,MTDH,GIT1,IRAK1,F2R
GO:0051055	negative regulation of lipid biosynthetic process	0.8274182187336917	0.8274182187336917	+1	BRCA1,BMP5,PRMT3
GO:0071300	cellular response to retinoic acid	0.8274182187336917	0.8274182187336917	+1	PTK7,WNT6,ATM
GO:0071545	inositol phosphate catabolic process	0.8274182187336917	0.8274182187336917	+1	PTEN
GO:0048813	dendrite morphogenesis	0.8287263007395355	0.8287263007395355	+1	DBN1,RAP2A,PTEN,YWHAH,PTPRD,LRP4
GO:0045664	regulation of neuron differentiation	0.8287263007395355	0.8287263007395355	+1	PCP4,TCF3,NREP,ECT2,YWHAH,CPNE1
GO:0071634	regulation of transforming growth factor beta production	0.8294289997573953	0.8294289997573953	+1	HSP90AB1,LAPTM4B
GO:0033014	tetrapyrrole biosynthetic process	0.8294289997573953	0.8294289997573953	+1	HMBS,PGRMC1
GO:0001990	regulation of systemic arterial blood pressure by hormone	0.8294289997573953	0.8294289997573953	+1	EDN2,F2R
GO:0007566	embryo implantation	0.8294289997573953	0.8294289997573953	+1	RPL29,C1QBP
GO:0006779	porphyrin-containing compound biosynthetic process	0.8294289997573953	0.8294289997573953	+1	HMBS,PGRMC1
GO:0097178	ruffle assembly	0.8294289997573953	0.8294289997573953	+1	AIF1L,PFN2
GO:1903580	positive regulation of ATP metabolic process	0.8294289997573953	0.8294289997573953	+1	MLST8,ENO1
GO:0010830	regulation of myotube differentiation	0.8294289997573953	0.8294289997573953	+1	NACA,HDAC9
GO:0060412	ventricular septum morphogenesis	0.8294289997573953	0.8294289997573953	+1	FGFR2,ROBO1
GO:0009648	photoperiodism	0.8294289997573953	0.8294289997573953	+1	PPP1CC,MTA1
GO:0045429	positive regulation of nitric oxide biosynthetic process	0.8294289997573953	0.8294289997573953	+1	HSP90AB1,HSP90AA1
GO:2001222	regulation of neuron migration	0.8294289997573953	0.8294289997573953	+1	COL3A1,KIF20B
GO:0050687	negative regulation of defense response to virus	0.8294289997573953	0.8294289997573953	+1	C1QBP,RNF26
GO:0045047	protein targeting to ER	0.8294289997573953	0.8294289997573953	+1	SRP72,SPCS2
GO:0090207	regulation of triglyceride metabolic process	0.8294289997573953	0.8294289997573953	+1	SCARB1,SREBF1
GO:0010765	positive regulation of sodium ion transport	0.8294289997573953	0.8294289997573953	+1	AHCYL1,ANK3
GO:0038066	p38MAPK cascade	0.8316412759674602	0.8316412759674602	+1	MAP3K4,PRMT1,STK39
GO:1903747	regulation of establishment of protein localization to mitochondrion	0.8316412759674602	0.8316412759674602	+1	SREBF1,SAE1,MAPT
GO:0051149	positive regulation of muscle cell differentiation	0.8316412759674602	0.8316412759674602	+1	MYLK3,OLFM2,EFNB2
GO:0071333	cellular response to glucose stimulus	0.8337787140858439	0.8337787140858439	+1	RACK1,TRA2B,SMARCB1,PCK2
GO:0048593	camera-type eye morphogenesis	0.8337787140858439	0.8337787140858439	+1	ATF4,TENM3,KDM2B,TWIST1
GO:0030500	regulation of bone mineralization	0.8337787140858439	0.8337787140858439	+1	NOTUM,TWIST1,VDR,TXLNG
GO:0010633	negative regulation of epithelial cell migration	0.8337787140858439	0.8337787140858439	+1	DCN,HMGB1,PTEN,PFN2
GO:0050768	negative regulation of neurogenesis	0.8358858019481706	0.8358858019481706	+1	PTEN,SEMA4C,BCL11A,YWHAH,LRP4
GO:0034243	regulation of transcription elongation by RNA polymerase II	0.8358858019481706	0.8358858019481706	+1	NELFCD,HNRNPU,SUPT16H,INTS13,WDR43
GO:0051341	regulation of oxidoreductase activity	0.8358858019481706	0.8358858019481706	+1	DHFR,SCARB1,SNCA,EDN2,VDR
GO:0007006	mitochondrial membrane organization	0.8383564167063463	0.8383564167063463	+1	TIMM13,TOMM40,TIMM8B,TIMM50,BCS1L,HSP90AA1
GO:0036294	cellular response to decreased oxygen levels	0.8383564167063463	0.8383564167063463	+1	MYC,MLST8,ENO1,FAM162A,TWIST1,HILPDA
GO:0032526	response to retinoic acid	0.8453399790898263	0.8453399790898263	+1	PTK7,RARG,WNT6,ATM
GO:0045063	T-helper 1 cell differentiation	0.8453399790898263	0.8453399790898263	+1	HMGB1
GO:0048634	regulation of muscle organ development	0.8453399790898263	0.8453399790898263	+1	CENPF
GO:0044793	negative regulation by host of viral process	0.8453399790898263	0.8453399790898263	+1	NUCKS1
GO:0032695	negative regulation of interleukin-12 production	0.8453399790898263	0.8453399790898263	+1	C1QBP
GO:0006007	glucose catabolic process	0.8453399790898263	0.8453399790898263	+1	ENO1
GO:0051899	membrane depolarization	0.8453399790898263	0.8453399790898263	+1	DCN,RACK1,ANK3,YWHAH
GO:0022011	myelination in peripheral nervous system	0.8453399790898263	0.8453399790898263	+1	ADGRG6
GO:0032292	peripheral nervous system axon ensheathment	0.8453399790898263	0.8453399790898263	+1	ADGRG6
GO:0030149	sphingolipid catabolic process	0.8453399790898263	0.8453399790898263	+1	PPT1,NEU3
GO:0044872	lipoprotein localization	0.8453399790898263	0.8453399790898263	+1	UNC119B
GO:0019896	axonal transport of mitochondrion	0.8453399790898263	0.8453399790898263	+1	MAPT
GO:0032930	positive regulation of superoxide anion generation	0.8453399790898263	0.8453399790898263	+1	MAPT
GO:0055062	phosphate ion homeostasis	0.8453399790898263	0.8453399790898263	+1	FGFR4
GO:0002839	positive regulation of immune response to tumor cell	0.8453399790898263	0.8453399790898263	+1	HSPD1
GO:0045058	T cell selection	0.8453399790898263	0.8453399790898263	+1	JAG2,PTPN2
GO:0140042	lipid droplet formation	0.8453399790898263	0.8453399790898263	+1	SQLE
GO:0032933	SREBP signaling pathway	0.8453399790898263	0.8453399790898263	+1	SREBF1
GO:0046716	muscle cell cellular homeostasis	0.8453399790898263	0.8453399790898263	+1	SRF
GO:0045006	DNA deamination	0.8453399790898263	0.8453399790898263	+1	EXOSC6
GO:0002836	positive regulation of response to tumor cell	0.8453399790898263	0.8453399790898263	+1	HSPD1
GO:0060334	regulation of type II interferon-mediated signaling pathway	0.8453399790898263	0.8453399790898263	+1	PTPN2
GO:0032689	negative regulation of type II interferon production	0.8453399790898263	0.8453399790898263	+1	HMGB1,C1QBP
GO:0060330	regulation of response to type II interferon	0.8453399790898263	0.8453399790898263	+1	PTPN2
GO:0048730	epidermis morphogenesis	0.8453399790898263	0.8453399790898263	+1	FGFR2
GO:0021782	glial cell development	0.8453399790898263	0.8453399790898263	+1	PTEN,EIF2B1,MAPT,ADGRG6
GO:0072567	chemokine (C-X-C motif) ligand 2 production	0.8453399790898263	0.8453399790898263	+1	HMGB1
GO:0002890	negative regulation of immunoglobulin mediated immune response	0.8453399790898263	0.8453399790898263	+1	THOC1
GO:0010614	negative regulation of cardiac muscle hypertrophy	0.8453399790898263	0.8453399790898263	+1	RGS2
GO:1902931	negative regulation of alcohol biosynthetic process	0.8453399790898263	0.8453399790898263	+1	BMP5
GO:0019935	cyclic-nucleotide-mediated signaling	0.8453399790898263	0.8453399790898263	+1	GAL,GUCY1A2,PDE3A,ADGRG6
GO:1902902	negative regulation of autophagosome assembly	0.8453399790898263	0.8453399790898263	+1	NUPR1
GO:0048641	regulation of skeletal muscle tissue development	0.8453399790898263	0.8453399790898263	+1	NACA
GO:0002713	negative regulation of B cell mediated immunity	0.8453399790898263	0.8453399790898263	+1	THOC1
GO:0014044	Schwann cell development	0.8453399790898263	0.8453399790898263	+1	ADGRG6
GO:0072337	modified amino acid transport	0.8453399790898263	0.8453399790898263	+1	SLC25A39,SLC19A1
GO:0035331	negative regulation of hippo signaling	0.8453399790898263	0.8453399790898263	+1	CIT
GO:0018410	C-terminal protein amino acid modification	0.8453399790898263	0.8453399790898263	+1	AGBL5
GO:1904385	cellular response to angiotensin	0.8453399790898263	0.8453399790898263	+1	AHCYL1
GO:0071774	response to fibroblast growth factor	0.8453399790898263	0.8453399790898263	+1	FGFR4,FLRT3,SHCBP1,PTPN11,FGFR2
GO:0045621	positive regulation of lymphocyte differentiation	0.8453399790898263	0.8453399790898263	+1	SOX12,XRCC6,SMARCC1,SMARCC2,SMARCB1,ACTL6A
GO:2001224	positive regulation of neuron migration	0.8453399790898263	0.8453399790898263	+1	KIF20B
GO:0070266	necroptotic process	0.8453399790898263	0.8453399790898263	+1	PGAM5,PARP1
GO:0010310	regulation of hydrogen peroxide metabolic process	0.8453399790898263	0.8453399790898263	+1	SNCA
GO:0043116	negative regulation of vascular permeability	0.8453399790898263	0.8453399790898263	+1	PDE3A
GO:2001138	regulation of phospholipid transport	0.8453399790898263	0.8453399790898263	+1	ABCA3
GO:2000831	regulation of steroid hormone secretion	0.8453399790898263	0.8453399790898263	+1	GAL
GO:0090313	regulation of protein targeting to membrane	0.8453399790898263	0.8453399790898263	+1	AKT2,ANK3
GO:0090158	endoplasmic reticulum membrane organization	0.8453399790898263	0.8453399790898263	+1	ARL6IP1
GO:0006720	isoprenoid metabolic process	0.8453399790898263	0.8453399790898263	+1	AKR1C1,RDH10,MVD,PRMT3,FDFT1,CYP1B1
GO:0006721	terpenoid metabolic process	0.8453399790898263	0.8453399790898263	+1	AKR1C1,RDH10,PRMT3,FDFT1,CYP1B1
